"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1976213868889374988","Thu Oct 09 15:18:53 +0000 2025","1","@RagilSemar Kebijakan itu hanya untuk melegalkan bisnis air dibayar harga minyak. Salah satu kawan gw pernah kerja transportasi crude oil dari sumur ke kilang. Ditengah jalan ya doi isi tuh tengki sama air.","1976306379137876010","","RagilSemar","in","","0","0","0","https://x.com/undefined/status/1976306379137876010","154151527",
"1976299989732344014","Thu Oct 09 14:53:30 +0000 2025","0","PGA rampas suplemen tidak berdaftar lebih RM1.4 juta Hasil risikan mendapati produk berkenaan dipercayai dikeluarkan daripada sebuah kilang di Jitra Kedah untuk diedarkan ke sebuah syarikat di Selangor. #sinarharian #Rampasan #ProdukKosmetik https://t.co/KTygB2zKca","1976299989732344014","","","in","","0","0","0","https://x.com/undefined/status/1976299989732344014","331383958",
"1975743951564124598","Thu Oct 09 14:43:33 +0000 2025","0","@txtdrimedia Bangun kilang blok malah ngoplos","1976297485397287313","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1976297485397287313","97194744",
"1976295929272803836","Thu Oct 09 14:37:21 +0000 2025","7","Over capasity kilang kenapa masih impor ? Mestinya ekspor dong..! Dimana kendalanya ini ? https://t.co/trt3ihsVeh","1976295929272803836","https://pbs.twimg.com/media/G202q6ca0AAD28m.jpg","","in","","0","2","3","https://x.com/undefined/status/1976295929272803836","213682020",
"1976284271896822056","Thu Oct 09 13:51:02 +0000 2025","0","Sampai rumah dari kilang kul 8. Terus la siapkan beg Rayyan nak pergi kem 3H2M. Kemudian mcm biasa urusan tiap2 malam. Now mata dah kecik tp tgh tunggu Rayyan habis practice for his final story telling esok.","1976284271896822056","","","in","","0","0","0","https://x.com/undefined/status/1976284271896822056","913974974",
"1976141804224582051","Thu Oct 09 13:42:54 +0000 2025","0","@buwaslu Dulu di masa Orba Sempat ditawari pembangunan kilang minyak oleh Iran tapi keburu perang teluk 1 pecah ","1976282225206493626","","buwaslu","in","","0","0","0","https://x.com/undefined/status/1976282225206493626","1376458830175870976",
"1976145308079034383","Thu Oct 09 13:27:19 +0000 2025","0","@abu_waras kok gak di tag sih @IndiHome @MNCPlayID @BiznetHome Dan ada yg lebih lagi misal @Telkomsel atau @CareIM3 Minta utk bangun kilang minyak di Papua sana Kan lagi mode nuansa #ParadoksIndonesia .","1976278300910813604","","abu_waras","in","","0","0","0","https://x.com/undefined/status/1976278300910813604","1611580811748478976",
"1976275464831619446","Thu Oct 09 13:16:02 +0000 2025","3","11 pekerja sesak nafas pedih mata akibat tumpahan bahan kimia di kilang #BHkes Kebocoran berlaku pada sistem paip kira-kira 15 liter bahan kimia tertumpah https://t.co/eFgfMsTv1w","1976275464831619446","","","in","","0","0","0","https://x.com/undefined/status/1976275464831619446","63070483",
"1976273672429240431","Thu Oct 09 13:08:55 +0000 2025","0","23 pekerja kilang sesak nafas terhidu bahan kimia https://t.co/q4wmGLs1j6","1976273672429240431","","","in","","0","0","0","https://x.com/undefined/status/1976273672429240431","822514562",
"1976273266919756262","Thu Oct 09 13:07:40 +0000 2025","0","Pertamina janji perkuat keselamatan dan percepat pemulihan agar pasokan energi tetap stabil. Baca lebih lanjut melalui link ini : https://t.co/xceoEZje19 https://t.co/FH2HIv9pCY","1976273358489887133","https://pbs.twimg.com/media/G20iJSKaAAU0-MM.jpg","infoenergi_id","in","","0","0","0","https://x.com/undefined/status/1976273358489887133","1207349053970739202",
"1976273266919756262","Thu Oct 09 13:07:18 +0000 2025","0","Kilang Pertamina Dumai terbakar ganggu operasi tapi tak ada korban jiwa. ESDM bentuk tim investigasi. https://t.co/pEERkNlv5U","1976273266919756262","https://pbs.twimg.com/media/G20iD95aAAQ08k0.jpg","","in","","0","1","0","https://x.com/undefined/status/1976273266919756262","1207349053970739202",
"1976133517638783061","Thu Oct 09 12:59:13 +0000 2025","0","@_barindra @innovacommunity Trus Loe samain ama MBG .. MBG itu Dapurnya banyak yg buat juga ada Ribuan menunya beda² Kalau Jenis BBM Pertamina itu dibuat di 1 Kilang u/ Ratusan Ribu SPBU trus loe ngoceh tiba² motor loe mogok sedangkan yg beli di Ribuan SPBU yg lain biasa² saja kan LOL namanya.","1976271233135309023","","_barindra","in","","0","1","0","https://x.com/undefined/status/1976271233135309023","2148483312",
"1976270841844465699","Thu Oct 09 12:57:40 +0000 2025","1","Patut la dia parking caltex depan kilang aku. Ada agenda israel rupanya. Tau2 je dia bila time minyak aku habis.","1976270841844465699","","","in","","0","0","0","https://x.com/undefined/status/1976270841844465699","1204618474875576320",
"1975204096887140395","Thu Oct 09 12:49:59 +0000 2025","0","@arwidodo Kilang minyak dibangun jaman orba.... Kilang minyak zaman repot nasi mana.... Yg ada korupsi dimana mana","1976268905984229813","","arwidodo","in","","0","0","0","https://x.com/undefined/status/1976268905984229813","1717032001742737408",
"1976237501808312792","Thu Oct 09 12:14:50 +0000 2025","4","@tanyarlfes Vibe cowok tinder yang ngaku kerja di kilang minyak... Padahal mah buaya ","1976260063388938320","","tanyarlfes","in","","0","0","1","https://x.com/undefined/status/1976260063388938320","1281952943575404547",
"1976253824185811205","Thu Oct 09 11:50:06 +0000 2025","0","Lagi satu faktor kilang-kilang Top Glove dah mula beroperasi semula dengan lebih efisien lepas bertahun operate bawah kapasiti.","1976253836819038653","","dausdkofficial","in","","0","1","0","https://x.com/undefined/status/1976253836819038653","1812067305582665728",
"1976253824185811205","Thu Oct 09 11:50:05 +0000 2025","0","Dalam masa sama kos bahan mentah turun. Harga lateks dan nitril masing-masing jatuh sekitar 1% dan 8%. Benda ni penting sebab margin keuntungan pengeluar sarung tangan memang sangat sensitif pada harga bahan mentah dan kadar penggunaan kilang.","1976253834587463891","","dausdkofficial","in","","0","1","0","https://x.com/undefined/status/1976253834587463891","1812067305582665728",
"1976253004815679489","Thu Oct 09 11:46:48 +0000 2025","0","Semoga lu mati tenggelem di kilang minyak","1976253004815679489","","","in","","0","0","0","https://x.com/undefined/status/1976253004815679489","37135824",
"1976249732411646052","Thu Oct 09 11:33:47 +0000 2025","1","11 pekerja sesak nafas pedih mata akibat tumpahan bahan kimia di kilang #AWANInews #AWANI745 https://t.co/NKvnA4Iww9","1976249732411646052","","","in","","0","0","1","https://x.com/undefined/status/1976249732411646052","497665754",
"1976125647329296781","Thu Oct 09 11:33:14 +0000 2025","0","@KangManto123 sok tahu realita bikin kilang aja gak bisa.","1976249591243870714","","KangManto123","in","","0","0","0","https://x.com/undefined/status/1976249591243870714","3196476824",
"1976247688577548570","Thu Oct 09 11:25:40 +0000 2025","3","Kerajaan Selangor Melancarkan Inisiatif IEIP Untuk Mengautomasikan Kilang-Kilang Di Negeri Tersebut https://t.co/IIATauQnV3 https://t.co/jj57a1mIDm","1976247688577548570","https://pbs.twimg.com/media/G20KviebwAAhRV9.jpg","","in","","0","0","2","https://x.com/undefined/status/1976247688577548570","49794630",
"1976121729056469034","Thu Oct 09 11:20:30 +0000 2025","1","@70a34a20214241f @Naz_lira Kilang ga mau bikin krn fee import dan invest vessel pengankut bbm itu msh belum balik modal. Korupsi dan duit haramnya mencegah bikin kilang sendiri","1976246389144494271","","70a34a20214241f","in","","0","0","0","https://x.com/undefined/status/1976246389144494271","1062379735303446529",
"1975807753806618890","Thu Oct 09 11:19:08 +0000 2025","0","@Dwynna_Win Suruh bikin kilang gak mau mau irit subsidi bbm malah mau mengorbankan rakyat","1976246044141944937","","Dwynna_Win","in","","0","0","0","https://x.com/undefined/status/1976246044141944937","1716101726263242752",
"1972324058000941240","Thu Oct 09 11:17:20 +0000 2025","0","@onysylusz Kuy kali ja dpt kilang minyak abis numbalin doi ","1976245590079295687","","onysylusz","in","","0","0","0","https://x.com/undefined/status/1976245590079295687","1192266452058828801",
"1975879942371213738","Thu Oct 09 11:16:58 +0000 2025","0","@panjisd131 @AdamVelcro Kualitas BBM Indonesia dinilai terburuk di Asia Tenggara karena kadar sulfur masih 500 ppm (standar Euro 2) sementara negara tetangga sudah beralih ke 50 ppm (Euro 4). Penyebabnya: keterlambatan upgrade kilang Pertamina biaya tinggi dan kebijakan pemerintah yang lambat. Ini","1976245497582190987","","panjisd131","in","","0","0","0","https://x.com/undefined/status/1976245497582190987","1720665183188922368",
"1976223636035076544","Thu Oct 09 10:59:25 +0000 2025","0","@sarahjustmine Ramai oghang dah kojo kilang Kek pokan Seghomban","1976241082485833784","","sarahjustmine","in","","0","1","0","https://x.com/undefined/status/1976241082485833784","1434821762491895808",
"1976238764117590338","Thu Oct 09 10:55:02 +0000 2025","0","@TamagoPost 𝑸. Hi aku berminat untuk relasi sebagai anggota gank yang mana dalam kisahku aku merupakan model ternama dan seorang anak dari konglomerat di Prancis pemilik perkebunan dan kilang anggur terbesar di eropa.","1976239980793286911","","TamagoPost","in","","1","0","0","https://x.com/undefined/status/1976239980793286911","822672959785447428",
"1976121729056469034","Thu Oct 09 10:37:37 +0000 2025","3","@Naz_lira Issue lain: kandungan sulfur di bbm pertamina &gt;300ppm(?) jauh di ambang batas euro 4 (10-80ppm). Pertamina ga mau keluar biaya pemurnian bbm dari sulfur karena biaya katalis tinggi dan hasil akhir berkurangnya volume bbm. Apa itu sebab ga mau bikin kilang?","1976235595702874275","","Naz_lira","in","","0","1","0","https://x.com/undefined/status/1976235595702874275","2930215908",
"1976234039628767294","Thu Oct 09 10:31:26 +0000 2025","0","Pengamat UI Sindir Purbaya: Isu Kilang Dibakar Harusnya Diredam Bukan Malah Dibikin Panik | The Daily Buzz https://t.co/rLObZfs7lS #Purbaya #Bahlil #FerdinandHutahaean #Pertamina","1976234039628767294","","","in","","0","0","0","https://x.com/undefined/status/1976234039628767294","47274731",
"1976226135001403869","Thu Oct 09 10:00:01 +0000 2025","0","Sebanyak 11 pekerja sebuah kilang di Bandar Proton City Tanjong Malim kira-kira 133 kilometer dari Ipoh mengalami sesak nafas dan pedih mata selepas terdedah kepada tumpahan bahan kimia jenis isosianat tengah hari tadi. JBPM Perak https://t.co/aEhecSf56E https://t.co/IprrISiK4Z","1976226135001403869","https://pbs.twimg.com/media/G2zt-mlaAAA2cJZ.jpg","","in","","0","0","1","https://x.com/undefined/status/1976226135001403869","43856742",
"1976222709899260254","Thu Oct 09 09:46:25 +0000 2025","0","11 pekerja kilang sesak nafas kerana tumpahan kimia https://t.co/zd7PceL4Hd","1976222709899260254","","","in","","0","0","0","https://x.com/undefined/status/1976222709899260254","822514562",
"1976220892956114980","Thu Oct 09 09:39:11 +0000 2025","1","JPJ kesan pengusaha bas kilang upah 11 pemandu warga asing Pengarah JPJ Selangor menegaskan warga asing tidak dibenarkan memandu kenderaan perkhidmatan awam #sinarharian #JPJ #WargaAsing #Pemandu https://t.co/wXJTxM5H7g","1976220892956114980","","","in","","0","0","0","https://x.com/undefined/status/1976220892956114980","331383958",
"1976218074476052551","Thu Oct 09 09:27:59 +0000 2025","0","Sidang perdana kasus dugaan korupsi tata kelola minyak mentah dan produk kilang PT Pertamina (Persero) yang digelar hari ini Kamis (9/10/2025). https://t.co/jdFqduQJxx","1976218074476052551","","","in","","0","0","0","https://x.com/undefined/status/1976218074476052551","103551225",
"1976218034953158726","Thu Oct 09 09:27:50 +0000 2025","79","#Perak : Seramai 11 pekerja sebuah kilang di Bandar Proton City Tanjong Malim kira-kira 133 kilometer dari Ipoh mengalami sesak nafas dan pedih mata selepas terdedah kepada tumpahan bahan kimia jenis isosianat tengah hari tadi. Pemangku Penolong Pengarah Operasi Jabatan Bomba https://t.co/a26i3hdVt2","1976218034953158726","https://pbs.twimg.com/media/G2zqvj-awAAiAVk.jpg","","in","","1","0","68","https://x.com/undefined/status/1976218034953158726","106669711",
"1976216881364418843","Thu Oct 09 09:23:15 +0000 2025","1","Pada ga sadar ya kilang terbaru yang beroprasi itu buatan tahun 1998 masih pakai standar Euro2?","1976216881364418843","","","in","","0","0","1","https://x.com/undefined/status/1976216881364418843","244794025",
"1976216789874053451","Thu Oct 09 09:22:53 +0000 2025","1","Patah pinggang cod 7 kilang hari ni","1976216789874053451","","","in","","0","0","0","https://x.com/undefined/status/1976216789874053451","603637393",
"1976211317238399255","Thu Oct 09 09:01:08 +0000 2025","0","Kilang nyamuk terbesar dunia dibuka di Brazil #MediaPermata #BeritaBrunei #Dunia #Kilangnyamuk #terbesardunia #dibuka #di #Brazil https://t.co/LLFuwAI2xX","1976211317238399255","","","in","","0","0","0","https://x.com/undefined/status/1976211317238399255","1060836139764838401",
"1976211193116446928","Thu Oct 09 09:00:39 +0000 2025","0","#Shahalam Sejumlah 13 805 kesalahan direkodkan pada Ops Khas Gempur Kenderaan Perdagangan oleh JPJ Selangor. https://t.co/EKhxfKYauf","1976211193116446928","","","in","","0","0","0","https://x.com/undefined/status/1976211193116446928","63070015",
"1975862889413308489","Thu Oct 09 08:35:01 +0000 2025","1","@mardigu024 Makanya punya kilang minyak dijaga udah jumlahnya cuma sedikit kebakaran terus️️ giliran stock menipis ketar - ketir main oplos rakyat lagi yang boncos harus menelan resiko kendaraan sering mogok.","1976204742628905430","","mardigu024","in","","0","0","0","https://x.com/undefined/status/1976204742628905430","1732574106745532416",
"1976202178584044032","Thu Oct 09 08:33:01 +0000 2025","0","anda bertanggungjawab ~ membina kilang pemprosesan minyak mentah~ yang menghasilkan petrol~ diesel~ etanol~ methane~ LPG~ biji plastic~ minyak tar@ membuat jalan~ menganalisis pemintaan &amp; penawaran didalam negeri~ harga &amp; bekalan~ jangan ada sesiapa menekan anda~ atau anda mndur https://t.co/xCmQ89T6sW","1976204241455939924","https://pbs.twimg.com/media/G2zjSFkbgAApiAg.jpg","ahmadqabil","in","","0","1","0","https://x.com/undefined/status/1976204241455939924","2917870042",
"1976203914660700259","Thu Oct 09 08:31:44 +0000 2025","0","Makanya punya kilang minyak dijaga udah jumlahnya cuma sedikit kebakaran terus. giliran stock menipis main oplos ga sesuai standar dunia.","1976203914660700259","","","in","","0","0","0","https://x.com/undefined/status/1976203914660700259","1732574106745532416",
"1976198532013912348","Thu Oct 09 08:10:20 +0000 2025","0","Pertamina Rampungkan Pembangunan Dua Tangki Kilang Lawe-lawe Berkapasitas 2 Juta Barel https://t.co/qiOnVIYV7D","1976198532013912348","","","in","","0","0","0","https://x.com/undefined/status/1976198532013912348","1578222594",
"1976197803170046138","Thu Oct 09 08:07:26 +0000 2025","0","11 pekerja sesak nafas bahan kimia tumpah di kilang https://t.co/qh9jwNLaQ6","1976197803170046138","","","in","","0","0","0","https://x.com/undefined/status/1976197803170046138","1683735839850004481",
"1976194574935785975","Thu Oct 09 07:54:37 +0000 2025","0","Seramai 11 pekerja mengalami sesak nafas dan pedih mata selepas berlaku kebocoran bahan kimia berbahaya di sebuah kilang di sini pada Khamis. https://t.co/99Sk7Ed1U2 #sesaknafas #kebocorankimia #kilang #mediatelus","1976194574935785975","","","in","","0","0","0","https://x.com/undefined/status/1976194574935785975","1828340505610199042",
"1976053171777831075","Thu Oct 09 07:53:17 +0000 2025","0","@toe_giman Walaupun diupgrade @pertamina kilang ini kilang itu katanya Over Kapasitas dgn kualitas RON ini itu Tetap aja Rugi padahal Harga export krud oil sangat murah lalu Pembelian (import) dari Singapure lebih mahal dan di jualnya Ke Rakyat Paling Mahal..? kan Bangsat https://t.co/7eRt4cRPGi","1976194239324356895","https://pbs.twimg.com/media/G2zaLeZbQAA2Ndg.jpg","toe_giman","in","","0","1","0","https://x.com/undefined/status/1976194239324356895","1398526891322007556",
"1976194111934976051","Thu Oct 09 07:52:46 +0000 2025","0","11 pekerja cedera akibat tumpahan bahan kimia di kilang https://t.co/s7i7xg8cPY","1976194111934976051","","","in","","0","0","0","https://x.com/undefined/status/1976194111934976051","155432431",
"1976193718991614395","Thu Oct 09 07:51:13 +0000 2025","1","Mr lee suruh beli kilang dia 4.5juta ","1976193718991614395","","","in","","0","2","0","https://x.com/undefined/status/1976193718991614395","245428918",
"1976189428835193073","Thu Oct 09 07:41:16 +0000 2025","0","@cnbcindonesia gaya mu cuy bicara potensi potensi ke niat aje nge bangun noh lihat si kunyuk bahlil malah tersinggung saat dikomentarai pertamina gax mau bangun kilang Bubarkan Golkar korupsi turun sikitlah ","1976191214459437208","","cnbcindonesia","in","","0","0","0","https://x.com/undefined/status/1976191214459437208","1089851819109449729",
"1976168532904906971","Thu Oct 09 07:22:48 +0000 2025","0","@leo_divnd Suara lu kayak kilang minyak yg mbeledos","1976186567468130635","","leo_divnd","in","","0","1","0","https://x.com/undefined/status/1976186567468130635","1489092480423571461",
"1976186000834703628","Thu Oct 09 07:20:33 +0000 2025","0","Tumpahan kimia di kilang 11 pekerja alami sesak nafas Semua mangsa yang cedera telah dihantar ke klinik berhampiran sebelum pasukan bomba tiba di lokasi https://t.co/Sz0WehHd47 #SinarHarian #beritaterkini #tumpahankimia #sesaknafas","1976186000834703628","","","in","","0","0","0","https://x.com/undefined/status/1976186000834703628","331383958",
"1976127130225291505","Thu Oct 09 04:04:46 +0000 2025","0","@shda_agatha_ dan Paksa SHELL CHEVRON VIVO dll Bangun Kilang Sendiri di Indonesia.","1976136731893068025","","shda_agatha_","in","","0","1","0","https://x.com/undefined/status/1976136731893068025","1922507346624053249",
"1976105334453289200","Thu Oct 09 04:01:29 +0000 2025","0","@ARSIPAJA Pertamina kapan bikin kilang?","1976135906529771699","","ARSIPAJA","in","","0","0","0","https://x.com/undefined/status/1976135906529771699","1080067288764637185",
"1976134384840474863","Thu Oct 09 03:55:26 +0000 2025","0","aku cakap ah gaji takbesar cukup2 makan saja. u kerja apa uncle? dia jawab i owner kilang perabot sana bandar tek. aku cakap lagi u owner meh? kasi tips banyak sikit la. u lagi kaya. astu dia gelak je. kiwak bagi la tip","1976134384840474863","","","in","","0","0","0","https://x.com/undefined/status/1976134384840474863","941120729864577024",
"1976081218908323996","Thu Oct 09 03:54:49 +0000 2025","0","@bangherwin Bayangkan rantai penjualan Pertamina makanya mahal Pertamina import ini saja sdh makan biaya operasional yg tinggi sewa kapal tanker dll Nyampe Indonesia base fuel nya mo dijual lg ke swasta dgn catatan ethanol 3 5% Ditawari pembangunan kilang minya nolak","1976134227369525725","","bangherwin","in","","0","0","0","https://x.com/undefined/status/1976134227369525725","1505879673414492166",
"1976133903560949922","Thu Oct 09 03:53:32 +0000 2025","0","Tahniah dan Syabas kepada YB @rafiziramli melalui Program Inisiatif Pendapatan Rakyat (IPR-Insan) Usahawan Makanan membantu peserta golongan B40 dan kebawah dan pekerja kilang (FMM) dengan memaparkan idea menetapkan Mesin Layan Diri..#IPRINSAN#PulauPinang https://t.co/2k0aHawF9M","1976133903560949922","https://pbs.twimg.com/media/G2yjTqoaAAQGJZD.jpg","","in","","0","0","0","https://x.com/undefined/status/1976133903560949922","1382090564",
"1976132344512688503","Thu Oct 09 03:47:20 +0000 2025","36","Ternyata kilang Pertamina ini rutin terbakar ya semoga ga terjadi lagi deh entah terbakar atau di bakar Wallahu alam. . . . . Marceng Pagiii Paes Berbenah Musik Indonesia Towel Palupessy #HidupDenganKarya https://t.co/sRy6ZoYuS1","1976132344512688503","https://pbs.twimg.com/media/G2yh5DrbkAEKD4o.jpg","","in","","0","4","21","https://x.com/undefined/status/1976132344512688503","1787788662295683072",
"1975603973097988540","Thu Oct 09 03:39:27 +0000 2025","0","@susipudjiastuti Pencampuran memang bsa up RON tpi energinya akan trun skitar 30% sehingga lbh boros BBM 30% &amp; biaya etanol jg lbih mahal. Inikah yg disebut efisiensi? Cara kerja yang buruk sehrsnya upgrade kilang spy bisa hasilkan langsung RON 92 tanpa campuran etanol.","1976130360238088304","","susipudjiastuti","in","","0","0","0","https://x.com/undefined/status/1976130360238088304","1647032836707487744",
"1975582057129779516","Thu Oct 09 03:37:28 +0000 2025","0","@NgkongRoses Jelas sekali bahlil ini tidak tau yang dimaksud kilang","1976129860440588413","","NgkongRoses","in","","0","0","0","https://x.com/undefined/status/1976129860440588413","1448649797460631556",
"1976127787238142024","Thu Oct 09 03:29:13 +0000 2025","0","Kilang Proton Shah Alam rasmi ditutup pindah operasi ke Tanjong Malim https://t.co/uBBGZPOY5l","1976127787238142024","","","in","","0","0","0","https://x.com/undefined/status/1976127787238142024","1007136974950420480",
"1976123311693164906","Thu Oct 09 03:11:28 +0000 2025","1"," 𝗪𝗵𝗮𝘁𝘀𝗮𝗽𝗽 𝟬𝟭𝟳-𝟲𝟯𝟯𝟲𝟲𝟵𝟱 𝗮𝘁𝗮𝘂 𝗸𝗹𝗶𝗸 https://t.co/XFvciRO9ga . 𝗟𝗼𝗸𝗮𝘀𝗶 𝘀𝗵𝗼𝘄𝗿𝗼𝗼𝗺 : https://t.co/T7wEt4tmIG . 𝘚𝘰𝘧𝘢 𝘮𝘦𝘮𝘶𝘬𝘢𝘶 𝘯𝘶𝘯 𝘥𝘢𝘳𝘪 𝘫𝘢𝘶𝘩 𝘥𝘦𝘯𝘨𝘢𝘯 𝘕𝘐𝘗 ","1976123320396317025","","NurNishaIsmail","in","","0","0","0","https://x.com/undefined/status/1976123320396317025","3277254733",
"1976121296795943205","Thu Oct 09 03:03:26 +0000 2025","0","Apa khabar kilang Proton Shah Alam setelah 40 tahun? #proton #Automotive https://t.co/H7AEkEGWZV","1976121296795943205","https://pbs.twimg.com/media/G2yX1-UaAAI9Roh.jpg","","in","","0","0","0","https://x.com/undefined/status/1976121296795943205","973152523",
"1976118945100054532","Thu Oct 09 02:54:05 +0000 2025","0","Kilang Proton Shah Alam Ditutup Selepas 40 Tahun 1 400 Pekerja Dipindah Ke Tanjong Malim https://t.co/fXURA969kx","1976118945100054532","","","in","","0","0","0","https://x.com/undefined/status/1976118945100054532","2481818051",
"1976117697714036766","Thu Oct 09 02:49:08 +0000 2025","0","Kilang Proton Shah Alam Ditutup Selepas 40 Tahun 1 400 Pekerja Dipindah Ke Tanjong Malim https://t.co/rsERpJx8TR","1976117697714036766","","","in","","0","0","0","https://x.com/undefined/status/1976117697714036766","141515518",
"1976114580138098906","Thu Oct 09 02:36:44 +0000 2025","0","Masih galau mau berangkat pake apa... Kalau naik kereta aku sendiri transit di malang kilang kileng ga ada ajak ngorte","1976114580138098906","","","in","","0","0","0","https://x.com/undefined/status/1976114580138098906","1289542789382803457",
"1975758320482054148","Thu Oct 09 02:26:27 +0000 2025","1","@artiswtic Di Reffinery Oil and Gas aja yg namanya Ethanol SOx NOx H2S harus di hilangin karena bikin rusak peralatan kilang yg sebabkan Internal Corrosion Crack... Kanapa skrg diwajibkan... Akal akalan orang bodoh biar bisa terus terusan impor dan ga mau bangun kilang...","1976111989702422534","","artiswtic","in","","0","0","1","https://x.com/undefined/status/1976111989702422534","1952938728651145219",
"1976109814540644530","Thu Oct 09 02:17:50 +0000 2025","34","4. Apa nama proyek yang memasok gas untuk kebutuhan dalam negeri di Kalimantan Timur dan mengolah sisanya menjadi LNG di Kilang Badak? --------------------------------------- 5 orang dengan jawaban paling cepat tepat dan keren bakal dapet saldo e-wallet!","1976109822354522450","","humasskkmigas","in","","0","1","19","https://x.com/undefined/status/1976109822354522450","1130001950",
"1976011797435175032","Thu Oct 09 01:59:07 +0000 2025","0","@LexWu_13 Dan gak ributin kilang yang hampir tiap tahunnya dibakar","1976105112087961848","","LexWu_13","in","","0","0","0","https://x.com/undefined/status/1976105112087961848","116077165",
"1976103007403302919","Thu Oct 09 01:50:56 +0000 2025","0","Lapor Diri adalah hak dan kewajiban kita. Mari jadikan ini sebagai kebiasaan yang melindungi! Terima kasih kepada semua kilang yang telah berpartisipasi dan menyambut baik kegiatan ini. KJRI Penang siap melayani dan melindungi WNI di Malaysia! ️","1976103050818490859","","IndonesiaPenang","in","","0","1","0","https://x.com/undefined/status/1976103050818490859","965109781382885378",
